52.132560944313134,-106.62794853174854
52.1325187981268,-106.62794276663833
52.13252552740633,-106.62792803625057
52.13252069639851,-106.62794056019382
52.13255909038863,-106.62794037289382
52.13252847634209,-106.62793725414593
52.13252388014988,-106.62795901923589
52.13252134818057,-106.62793297398672
52.13257753633874,-106.62793903217484
52.13253202449436,-106.6279269091576
52.13253208549469,-106.62792986284047
52.13260860459087,-106.62794703373702
52.1325256471,-106.62794880215837
52.13255978211921,-106.62796114824617
52.132545957484616,-106.6279352377537
52.132568141999286,-106.62794261195448
52.132556223651505,-106.62797200636905
52.132569377296925,-106.62794369251132
52.13255892479589,-106.62796597246849
52.1325768071729,-106.6279576158071
52.132560468494766,-106.62791691424822
52.132556902739374,-106.62794613702653
52.13255399162144,-106.62797387155821
52.13255353343659,-106.62797697298468
52.13255878726774,-106.62794720350178
52.13258432782083,-106.62798038304214
52.132593106346796,-106.62795696752745
52.13255926909823,-106.62796159704729
52.13259648771373,-106.62794516617814
52.13254456171234,-106.62797580339948
52.13252359251877,-106.62791846296801
52.13254855356774,-106.62790691331776
52.13254738465758,-106.62791350487872
52.132541996430135,-106.6279087363691
52.13254677783524,-106.62790852843271
52.13251902732047,-106.6278864265373
52.132535540945945,-106.62791236741556
52.132519603196116,-106.62790550237312
52.13256148676903,-106.62790730310192
52.13254126449266,-106.62791667833315
52.1325611250145,-106.6279247186023
52.13255962440201,-106.62792455418341
52.132540629864884,-106.62791518640492
52.132568210213456,-106.627944220122
52.13256759793768,-106.62794469449788
52.13254616897835,-106.62792884986716
52.132490904983996,-106.62788497421141
52.13251945415783,-106.62790521489895
52.13250049633426,-106.62789506713474
52.13255381616231,-106.62787968447007
52.132527394863686,-106.62789611476428
52.13249731666886,-106.6278750769628
52.132560274588144,-106.62788491650169
52.13254135985298,-106.62787282347605
52.13250164076721,-106.62787554551375
52.13252863633548,-106.62788227837382
52.132488543436466,-106.62793500958244
52.13255965356372,-106.62790560455946
52.13250969195909,-106.62788240873668
52.132527715609775,-106.62791031750525
52.1325074501301,-106.62792339329815
